0;1.01;goffard;1;0.1;4;512;1.0766716671667167;19.427318811416626
0;1.02;goffard;1;0.1;4;512;1.0792589258925893;19.126080751419067
0;1.03;goffard;1;0.1;4;512;1.081050105010501;18.353224754333496
0;1.04;goffard;1;0.1;4;512;1.0754775477547756;18.114349126815796
0;1.05;goffard;1;0.1;4;512;1.0822442244224422;18.08283305168152
0;1.06;goffard;1;0.1;4;512;1.0866226622662267;17.743488073349
0;1.07;goffard;1;0.1;4;512;1.0882148214821483;18.022655725479126
0;1.08;goffard;1;0.1;4;512;1.09000600060006;17.613712310791016
0;1.09;goffard;1;0.1;4;512;1.097170717071707;17.628374814987183
0;1.1;goffard;1;0.1;4;512;1.1063256325632564;17.335458278656006
0;1.11;goffard;1;0.1;4;512;1.097966796679668;17.44505000114441
0;1.12;goffard;1;0.1;4;512;1.1089128912891288;17.61294460296631
0;1.13;goffard;1;0.1;4;512;1.1122962296229624;17.578442335128784
0;1.1400000000000001;goffard;1;0.1;4;512;1.1254315431543154;17.870277643203735
0;1.15;goffard;1;0.1;4;512;1.1435423542354235;17.631381034851074
0;1.16;goffard;1;0.1;4;512;1.1548864886488648;17.523609399795532
0;1.17;goffard;1;0.1;4;512;1.1616531653165316;17.50991940498352
0;1.18;goffard;1;0.1;4;512;1.1724002400240023;17.360790729522705
0;1.19;goffard;1;0.1;4;512;1.1889188918891889;16.77464270591736
0;1.2;goffard;1;0.1;4;512;1.1956855685568557;17.199362993240356
0;1.21;goffard;1;0.1;4;512;1.2108110811081108;16.97288465499878
0;1.22;goffard;1;0.1;4;512;1.2157865786578659;16.790419340133667
0;1.23;goffard;1;0.1;4;512;1.231111111111111;16.772550582885742
0;1.24;goffard;1;0.1;4;512;1.2422562256225622;16.772058486938477
0;1.25;goffard;1;0.1;4;512;1.2482268226822681;16.545099020004272
0;1.26;goffard;1;0.1;4;512;1.2617601760176018;16.46362805366516
0;1.27;goffard;1;0.1;4;512;1.271114111411141;16.825472593307495
0;1.28;goffard;1;0.1;4;512;1.2766866686668668;16.812903881072998
0;1.29;goffard;1;0.1;4;512;1.2828562856285628;16.389426231384277
0;1.3;goffard;1;0.1;4;512;1.2936033603360335;16.093884706497192
0;1.31;goffard;1;0.1;4;512;1.3053455345534553;15.697807550430298
0;1.32;goffard;1;0.1;4;512;1.3162916291629163;16.11491894721985
0;1.33;goffard;1;0.1;4;512;1.3248494849484949;16.242785692214966
0;1.34;goffard;1;0.1;4;512;1.3338053805380539;15.898678302764893
0;1.35;goffard;1;0.1;4;512;1.3427612761276126;15.683522462844849
0;1.36;goffard;1;0.1;4;512;1.3541054105410542;15.465820550918579
0;1.37;goffard;1;0.1;4;512;1.3624642464246426;16.050803899765015
0;1.38;goffard;1;0.1;4;512;1.375002500250025;15.52060055732727
0;1.3900000000000001;goffard;1;0.1;4;512;1.3827642764276429;15.824169158935547
0;1.4;goffard;1;0.1;4;512;1.3925162516251626;15.489603519439697
0;1.4100000000000001;goffard;1;0.1;4;512;1.4040594059405942;16.148924112319946
0;1.42;goffard;1;0.1;4;512;1.415005500550055;16.546502113342285
0;1.43;goffard;1;0.1;4;512;1.4251555155515552;16.070391416549683
0;1.44;goffard;1;0.1;4;512;1.4333153315331533;16.649599313735962
0;1.45;goffard;1;0.1;4;512;1.445057505750575;16.85994243621826
0;1.46;goffard;1;0.1;4;512;1.4567996799679968;17.233781576156616
0;1.47;goffard;1;0.1;4;512;1.466949694969497;16.7311794757843
0;1.48;goffard;1;0.1;4;512;1.476104610461046;17.809603691101074
0;1.49;goffard;1;0.1;4;512;1.4884438443844386;18.117695569992065
0;1.5;goffard;1;0.1;4;512;1.5013801380138014;20.0650315284729
0;1.51;goffard;1;0.1;4;512;1.5077487748774878;19.056540489196777
